sender,message,conversation_history,receiver
17,"Ik vind het heel belangrijk om in ieder geval paal en perk te stellen aan die externe inhuur. Dat ga ik onder andere doen door middel van een wetsvoorstel over strategisch hrm-beleid. Daarin wordt echt een plafond gezet van maximaal 2% externe inhuur waar het gaat om leraren. Vervolgens is het belangrijk dat schoolbesturen ervoor zorgen dat ze optreden als goed werkgever. Dankzij dat wetsvoorstel gaan we ook afdwingen dat er sneller een vast contract wordt aangeboden. Daarnaast investeren we als overheid in de lerarensalarissen en in werkdrukverlaging, doordat er middelen zijn vrijgekomen om klassenassistenten of onderwijsassistenten in te huren. Dat hebben we gedaan en dat is een structureel verhaal. Het is een heel pakket aan maatregelen. Het zijn niet alleen commerciële bureaus, het zijn soms ook zelfstandigen die er heel bewust voor kiezen om als zzp'er aan de slag te gaan. Daar kan ik van alles van vinden, maar dat is uiteindelijk ook hun goed recht.","Sender: voorzitter, message: Prima. De heer Uppelschoten, PVV., Sender: Uppelschoten, message: Hoe rechtvaardigt u dat commerciële bureaus zoals Maandag en Randstad nu structureel miljoenen verdienen aan publiek onderwijsgeld door die docenten direct een vaste aanvulling en een hoger salaris te geven? Het probleem is vaak dat de scholen dat zelf blijkbaar niet kunnen bieden. Er gaat meer geld naar dure mensen die ingehuurd worden. Dat leidt er uiteindelijk toe dat er minder docenten aangesteld kunnen worden, omdat degenen die ingehuurd worden veel duurder zijn dan het zittende personeel. Hoe denkt u dat u daar iets aan kan doen?",20
21,Wat moeten onze leerlingen zonder leerkrachten? Het kan toch niet zo zijn dat wij straks lege klassen hebben als wij zzp'ers gaan verbieden? Mijn vraag aan de staatssecretaris is dan ook: hoe kan zij deze flexibele schil behouden en zorgen dat de scholen tegelijkertijd interessant worden als werkgever voor bijvoorbeeld zijinstromers?,"Sender: Uppelschoten, message: Hoe rechtvaardigt u dat commerciële bureaus zoals Maandag en Randstad nu structureel miljoenen verdienen aan publiek onderwijsgeld door die docenten direct een vaste aanvulling en een hoger salaris te geven? Het probleem is vaak dat de scholen dat zelf blijkbaar niet kunnen bieden. Er gaat meer geld naar dure mensen die ingehuurd worden. Dat leidt er uiteindelijk toe dat er minder docenten aangesteld kunnen worden, omdat degenen die ingehuurd worden veel duurder zijn dan het zittende personeel. Hoe denkt u dat u daar iets aan kan doen?, Sender: Paul, message: Ik vind het heel belangrijk om in ieder geval paal en perk te stellen aan die externe inhuur. Dat ga ik onder andere doen door middel van een wetsvoorstel over strategisch hrm-beleid. Daarin wordt echt een plafond gezet van maximaal 2% externe inhuur waar het gaat om leraren. Vervolgens is het belangrijk dat schoolbesturen ervoor zorgen dat ze optreden als goed werkgever. Dankzij dat wetsvoorstel gaan we ook afdwingen dat er sneller een vast contract wordt aangeboden. Daarnaast investeren we als overheid in de lerarensalarissen en in werkdrukverlaging, doordat er middelen zijn vrijgekomen om klassenassistenten of onderwijsassistenten in te huren. Dat hebben we gedaan en dat is een structureel verhaal. Het is een heel pakket aan maatregelen. Het zijn niet alleen commerciële bureaus, het zijn soms ook zelfstandigen die er heel bewust voor kiezen om als zzp'er aan de slag te gaan. Daar kan ik van alles van vinden, maar dat is uiteindelijk ook hun goed recht.",17
17,"Kijk, het bevorderen van de zijinstroom is een van mijn speerpunten bij de aanpak van het lerarentekort. Daarnaast is er het investeren in salarissen, het verlagen van de werkdruk en aan de voorkant zorgen dat de lerarenopleidingen beter aansluiten op wat leraren in de dagelijkse praktijk nodig hebben. Zo is er een heel pakket van maatregelen. De heer Kisteman zegt terecht dat scholen iets van ruimte moeten hebben, of een flexibele schil voor als een leraar ziek is of met zwangerschapsverlof gaat. Maar ik vind dat die echt binnen bepaalde normen moet blijven. Ik noemde net die 2%. Dat is een maximum voor de inhuur van externe leerkrachten. Dat is een manier om ervoor te zorgen dat je wel iets van een flexibele schil hebt, maar dat het niet de spuigaten uit loopt, zoals nu op sommige plekken het geval is. Daarnaast vind ik het heel interessant en belangrijk om verdergaande samenwerking binnen de onderwijsregio's te verkennen, zoals mevrouw Pijpelink ook al even aanstipte. Dan zou je een pool van invalkrachten kunnen opzetten waaruit scholen kunnen putten.","Sender: Paul, message: Ik vind het heel belangrijk om in ieder geval paal en perk te stellen aan die externe inhuur. Dat ga ik onder andere doen door middel van een wetsvoorstel over strategisch hrm-beleid. Daarin wordt echt een plafond gezet van maximaal 2% externe inhuur waar het gaat om leraren. Vervolgens is het belangrijk dat schoolbesturen ervoor zorgen dat ze optreden als goed werkgever. Dankzij dat wetsvoorstel gaan we ook afdwingen dat er sneller een vast contract wordt aangeboden. Daarnaast investeren we als overheid in de lerarensalarissen en in werkdrukverlaging, doordat er middelen zijn vrijgekomen om klassenassistenten of onderwijsassistenten in te huren. Dat hebben we gedaan en dat is een structureel verhaal. Het is een heel pakket aan maatregelen. Het zijn niet alleen commerciële bureaus, het zijn soms ook zelfstandigen die er heel bewust voor kiezen om als zzp'er aan de slag te gaan. Daar kan ik van alles van vinden, maar dat is uiteindelijk ook hun goed recht., Sender: Kisteman, message: Wat moeten onze leerlingen zonder leerkrachten? Het kan toch niet zo zijn dat wij straks lege klassen hebben als wij zzp'ers gaan verbieden? Mijn vraag aan de staatssecretaris is dan ook: hoe kan zij deze flexibele schil behouden en zorgen dat de scholen tegelijkertijd interessant worden als werkgever voor bijvoorbeeld zijinstromers?",21
22,"Het nieuws is dat bijna 1 miljard aan onderwijsgeld naar externe inhuur gaat. Dit is een totale waanzin van commercialisering en oplopende prijzen door marktwerking. Ik hoor de minister in dit vragenuur een aantal keer zeggen dat ze een wetswijziging in gedachten heeft en dat die in 2025 komt. Wat gaat zij in die tussentijd doen? We zien namelijk nu in die geklapte cao-onderhandelingen voor het voortgezet onderwijs dat werkdruk op één, twee en drie staat. Heel veel leraren dreigen om te vallen. Dan is het makkelijker om naar zo'n commercieel bureau te gaan omdat je dan minder hoeft te doen. Het is echter wel slecht voor de leraren en voor het onderwijs zelf. Wat wil de minister tot 2025 doen? Ik vraag dat zeker ook in het licht van die stukgelopen cao-onderhandelingen.","Sender: Kisteman, message: Wat moeten onze leerlingen zonder leerkrachten? Het kan toch niet zo zijn dat wij straks lege klassen hebben als wij zzp'ers gaan verbieden? Mijn vraag aan de staatssecretaris is dan ook: hoe kan zij deze flexibele schil behouden en zorgen dat de scholen tegelijkertijd interessant worden als werkgever voor bijvoorbeeld zijinstromers?, Sender: Paul, message: Kijk, het bevorderen van de zijinstroom is een van mijn speerpunten bij de aanpak van het lerarentekort. Daarnaast is er het investeren in salarissen, het verlagen van de werkdruk en aan de voorkant zorgen dat de lerarenopleidingen beter aansluiten op wat leraren in de dagelijkse praktijk nodig hebben. Zo is er een heel pakket van maatregelen. De heer Kisteman zegt terecht dat scholen iets van ruimte moeten hebben, of een flexibele schil voor als een leraar ziek is of met zwangerschapsverlof gaat. Maar ik vind dat die echt binnen bepaalde normen moet blijven. Ik noemde net die 2%. Dat is een maximum voor de inhuur van externe leerkrachten. Dat is een manier om ervoor te zorgen dat je wel iets van een flexibele schil hebt, maar dat het niet de spuigaten uit loopt, zoals nu op sommige plekken het geval is. Daarnaast vind ik het heel interessant en belangrijk om verdergaande samenwerking binnen de onderwijsregio's te verkennen, zoals mevrouw Pijpelink ook al even aanstipte. Dan zou je een pool van invalkrachten kunnen opzetten waaruit scholen kunnen putten.",17
17,Even voor de goede orde: het is al bijna 2025. In de tussentijd blijf ik echter doen wat ik in de afgelopen periode ook heb gedaan. Dat is in gesprek blijven met de schoolbesturen om hen te stimuleren en aan te zetten tot goed werkgeverschap. Ik ben het namelijk met mevrouw Beckerman eens dat het onbestaanbaar is dat je in tijden van zulke grote tekorten mensen aan het lijntje houdt en dat je geen vaste contracten biedt wanneer iemand gewoon goed functioneert. De motie-Kwint staat mij ook helder voor de geest. Die ging over het aanbieden van een vast contract. Dat moet gewoon veel sneller gebeuren en dat betrek ik ook bij dat wetsvoorstel. Het is niet zo dat we ergens in een ivoren torentje aan een wetsvoorstel werken en voor de rest geen contact hebben en geen druk uitoefenen om een bepaalde beweging tot stand te brengen. Ik ben daar echt dagelijks mee bezig.,"Sender: Paul, message: Kijk, het bevorderen van de zijinstroom is een van mijn speerpunten bij de aanpak van het lerarentekort. Daarnaast is er het investeren in salarissen, het verlagen van de werkdruk en aan de voorkant zorgen dat de lerarenopleidingen beter aansluiten op wat leraren in de dagelijkse praktijk nodig hebben. Zo is er een heel pakket van maatregelen. De heer Kisteman zegt terecht dat scholen iets van ruimte moeten hebben, of een flexibele schil voor als een leraar ziek is of met zwangerschapsverlof gaat. Maar ik vind dat die echt binnen bepaalde normen moet blijven. Ik noemde net die 2%. Dat is een maximum voor de inhuur van externe leerkrachten. Dat is een manier om ervoor te zorgen dat je wel iets van een flexibele schil hebt, maar dat het niet de spuigaten uit loopt, zoals nu op sommige plekken het geval is. Daarnaast vind ik het heel interessant en belangrijk om verdergaande samenwerking binnen de onderwijsregio's te verkennen, zoals mevrouw Pijpelink ook al even aanstipte. Dan zou je een pool van invalkrachten kunnen opzetten waaruit scholen kunnen putten., Sender: Beckerman, message: Het nieuws is dat bijna 1 miljard aan onderwijsgeld naar externe inhuur gaat. Dit is een totale waanzin van commercialisering en oplopende prijzen door marktwerking. Ik hoor de minister in dit vragenuur een aantal keer zeggen dat ze een wetswijziging in gedachten heeft en dat die in 2025 komt. Wat gaat zij in die tussentijd doen? We zien namelijk nu in die geklapte cao-onderhandelingen voor het voortgezet onderwijs dat werkdruk op één, twee en drie staat. Heel veel leraren dreigen om te vallen. Dan is het makkelijker om naar zo'n commercieel bureau te gaan omdat je dan minder hoeft te doen. Het is echter wel slecht voor de leraren en voor het onderwijs zelf. Wat wil de minister tot 2025 doen? Ik vraag dat zeker ook in het licht van die stukgelopen cao-onderhandelingen.",22
23,"Dit probleem van de externe inhuur wordt natuurlijk veroorzaakt door de schoolbesturen, die ook al adviseurs inhuren. Zoals u weet, is er is heel veel kritiek op die schoolbesturen, bijvoorbeeld van Beter Onderwijs Nederland. Die vereniging zegt dat de schoolbesturen aan niks en niemand verantwoording schuldig zijn. Daarom is mijn vraag aan de minister de volgende, ook gezien dit probleem. Zou het niet, zoals Beter Onderwijs Nederland zegt, wellicht verstandig zijn om zeker die grote schoolbesturen te ontmantelen of om op z'n minst een maximumgrens te stellen aan het aantal scholen dat onder een schoolbestuur kan vallen?","Sender: Beckerman, message: Het nieuws is dat bijna 1 miljard aan onderwijsgeld naar externe inhuur gaat. Dit is een totale waanzin van commercialisering en oplopende prijzen door marktwerking. Ik hoor de minister in dit vragenuur een aantal keer zeggen dat ze een wetswijziging in gedachten heeft en dat die in 2025 komt. Wat gaat zij in die tussentijd doen? We zien namelijk nu in die geklapte cao-onderhandelingen voor het voortgezet onderwijs dat werkdruk op één, twee en drie staat. Heel veel leraren dreigen om te vallen. Dan is het makkelijker om naar zo'n commercieel bureau te gaan omdat je dan minder hoeft te doen. Het is echter wel slecht voor de leraren en voor het onderwijs zelf. Wat wil de minister tot 2025 doen? Ik vraag dat zeker ook in het licht van die stukgelopen cao-onderhandelingen., Sender: Paul, message: Even voor de goede orde: het is al bijna 2025. In de tussentijd blijf ik echter doen wat ik in de afgelopen periode ook heb gedaan. Dat is in gesprek blijven met de schoolbesturen om hen te stimuleren en aan te zetten tot goed werkgeverschap. Ik ben het namelijk met mevrouw Beckerman eens dat het onbestaanbaar is dat je in tijden van zulke grote tekorten mensen aan het lijntje houdt en dat je geen vaste contracten biedt wanneer iemand gewoon goed functioneert. De motie-Kwint staat mij ook helder voor de geest. Die ging over het aanbieden van een vast contract. Dat moet gewoon veel sneller gebeuren en dat betrek ik ook bij dat wetsvoorstel. Het is niet zo dat we ergens in een ivoren torentje aan een wetsvoorstel werken en voor de rest geen contact hebben en geen druk uitoefenen om een bepaalde beweging tot stand te brengen. Ik ben daar echt dagelijks mee bezig.",17
17,"Schoolbesturen zijn op aarde om de randvoorwaarden te creëren waarbinnen schoolleiders, de directeuren van een school, en de leraren hun werk zo goed mogelijk kunnen doen. Het doel is om uiteindelijk goed onderwijs te bieden en een veilige omgeving te creëren voor elke leerling. Daar houd ik hen aan en daar sturen we op. Op het moment dat het niet goed gaat, grijpt de inspectie in. Op het moment dat het niet goed gaat, komen ze daar dus niet mee weg. Ik vind het te gemakkelijk om het hier op een blauwe maandag — of is het een blauwe dinsdag? — te hebben over het ontmantelen van schoolbesturen. Daarmee doe je heel veel besturen echt geen recht. Begin januari, nee, eind januari — ik heb m'n agenda niet helemaal scherp — komen we te spreken over sturing, bekostiging en zeggenschap in het onderwijs, met als doel de onderwijskwaliteit omhoog te brengen en ervoor te zorgen dat elke leerling goed onderwijs krijgt en veilig zichzelf kan zijn. In dat debat kunnen we het er zeker over hebben, maar ik vind het te gemakkelijk om nu mee te gaan in bepaalde frames.","Sender: Paul, message: Even voor de goede orde: het is al bijna 2025. In de tussentijd blijf ik echter doen wat ik in de afgelopen periode ook heb gedaan. Dat is in gesprek blijven met de schoolbesturen om hen te stimuleren en aan te zetten tot goed werkgeverschap. Ik ben het namelijk met mevrouw Beckerman eens dat het onbestaanbaar is dat je in tijden van zulke grote tekorten mensen aan het lijntje houdt en dat je geen vaste contracten biedt wanneer iemand gewoon goed functioneert. De motie-Kwint staat mij ook helder voor de geest. Die ging over het aanbieden van een vast contract. Dat moet gewoon veel sneller gebeuren en dat betrek ik ook bij dat wetsvoorstel. Het is niet zo dat we ergens in een ivoren torentje aan een wetsvoorstel werken en voor de rest geen contact hebben en geen druk uitoefenen om een bepaalde beweging tot stand te brengen. Ik ben daar echt dagelijks mee bezig., Sender: Van Houwelingen, message: Dit probleem van de externe inhuur wordt natuurlijk veroorzaakt door de schoolbesturen, die ook al adviseurs inhuren. Zoals u weet, is er is heel veel kritiek op die schoolbesturen, bijvoorbeeld van Beter Onderwijs Nederland. Die vereniging zegt dat de schoolbesturen aan niks en niemand verantwoording schuldig zijn. Daarom is mijn vraag aan de minister de volgende, ook gezien dit probleem. Zou het niet, zoals Beter Onderwijs Nederland zegt, wellicht verstandig zijn om zeker die grote schoolbesturen te ontmantelen of om op z'n minst een maximumgrens te stellen aan het aantal scholen dat onder een schoolbestuur kan vallen?",23
23,"Dank voor de beantwoording. Ondertussen is het echter wel zo, zoals de NOS een tijdje geleden heeft laten zien, dat van 30 schoolbesturen de bestuurders ook actief zijn voor private onderwijsinstellingen. Als er externe inhuur is, heb je natuurlijk een gigantisch probleem. Het is immers sowieso belangenverstrengeling. Ik stel nogmaals mijn vraag aan de minister. Er is denk ik echt een probleem met die schoolbesturen. Gaat de minister — excuus, ze is staatssecretaris — daar dan op z'n minst wat aan doen, bijvoorbeeld door te verbieden dat schoolbestuurders tegelijkertijd bij private onderwijsinstellingen werken? Dan krijg je ook die externe inhuur en dat is een enorme belangenverstrengeling. Dat zou toch op z'n minst verboden moeten worden?","Sender: Van Houwelingen, message: Dit probleem van de externe inhuur wordt natuurlijk veroorzaakt door de schoolbesturen, die ook al adviseurs inhuren. Zoals u weet, is er is heel veel kritiek op die schoolbesturen, bijvoorbeeld van Beter Onderwijs Nederland. Die vereniging zegt dat de schoolbesturen aan niks en niemand verantwoording schuldig zijn. Daarom is mijn vraag aan de minister de volgende, ook gezien dit probleem. Zou het niet, zoals Beter Onderwijs Nederland zegt, wellicht verstandig zijn om zeker die grote schoolbesturen te ontmantelen of om op z'n minst een maximumgrens te stellen aan het aantal scholen dat onder een schoolbestuur kan vallen?, Sender: Paul, message: Schoolbesturen zijn op aarde om de randvoorwaarden te creëren waarbinnen schoolleiders, de directeuren van een school, en de leraren hun werk zo goed mogelijk kunnen doen. Het doel is om uiteindelijk goed onderwijs te bieden en een veilige omgeving te creëren voor elke leerling. Daar houd ik hen aan en daar sturen we op. Op het moment dat het niet goed gaat, grijpt de inspectie in. Op het moment dat het niet goed gaat, komen ze daar dus niet mee weg. Ik vind het te gemakkelijk om het hier op een blauwe maandag — of is het een blauwe dinsdag? — te hebben over het ontmantelen van schoolbesturen. Daarmee doe je heel veel besturen echt geen recht. Begin januari, nee, eind januari — ik heb m'n agenda niet helemaal scherp — komen we te spreken over sturing, bekostiging en zeggenschap in het onderwijs, met als doel de onderwijskwaliteit omhoog te brengen en ervoor te zorgen dat elke leerling goed onderwijs krijgt en veilig zichzelf kan zijn. In dat debat kunnen we het er zeker over hebben, maar ik vind het te gemakkelijk om nu mee te gaan in bepaalde frames.",17
17,"We zijn daarover heel driftig in gesprek, om ervoor te zorgen dat belangenverstrengeling, voor zover daar sprake van zou zijn, niet meer voor kan komen. Dat is ook iets waar de inspectie heel scherp op toeziet. De PO-Raad is onder andere nu bezig — de VO-raad had dat al gedaan — om de code die daarover gaat, aan te scherpen en om daarop toe te zien, want dat is inderdaad absoluut niet de bedoeling.","Sender: Paul, message: Schoolbesturen zijn op aarde om de randvoorwaarden te creëren waarbinnen schoolleiders, de directeuren van een school, en de leraren hun werk zo goed mogelijk kunnen doen. Het doel is om uiteindelijk goed onderwijs te bieden en een veilige omgeving te creëren voor elke leerling. Daar houd ik hen aan en daar sturen we op. Op het moment dat het niet goed gaat, grijpt de inspectie in. Op het moment dat het niet goed gaat, komen ze daar dus niet mee weg. Ik vind het te gemakkelijk om het hier op een blauwe maandag — of is het een blauwe dinsdag? — te hebben over het ontmantelen van schoolbesturen. Daarmee doe je heel veel besturen echt geen recht. Begin januari, nee, eind januari — ik heb m'n agenda niet helemaal scherp — komen we te spreken over sturing, bekostiging en zeggenschap in het onderwijs, met als doel de onderwijskwaliteit omhoog te brengen en ervoor te zorgen dat elke leerling goed onderwijs krijgt en veilig zichzelf kan zijn. In dat debat kunnen we het er zeker over hebben, maar ik vind het te gemakkelijk om nu mee te gaan in bepaalde frames., Sender: Van Houwelingen, message: Dank voor de beantwoording. Ondertussen is het echter wel zo, zoals de NOS een tijdje geleden heeft laten zien, dat van 30 schoolbesturen de bestuurders ook actief zijn voor private onderwijsinstellingen. Als er externe inhuur is, heb je natuurlijk een gigantisch probleem. Het is immers sowieso belangenverstrengeling. Ik stel nogmaals mijn vraag aan de minister. Er is denk ik echt een probleem met die schoolbesturen. Gaat de minister — excuus, ze is staatssecretaris — daar dan op z'n minst wat aan doen, bijvoorbeeld door te verbieden dat schoolbestuurders tegelijkertijd bij private onderwijsinstellingen werken? Dan krijg je ook die externe inhuur en dat is een enorme belangenverstrengeling. Dat zou toch op z'n minst verboden moeten worden?",23
1,Dank u wel. Dank aan de staatssecretaris. Tot zover het vragenuurtje. Ik schors enkele ogenblikken en dan gaan we stemmen. De vergadering wordt enkele ogenblikken geschorst. Mededelingen,"Sender: Van Houwelingen, message: Dank voor de beantwoording. Ondertussen is het echter wel zo, zoals de NOS een tijdje geleden heeft laten zien, dat van 30 schoolbesturen de bestuurders ook actief zijn voor private onderwijsinstellingen. Als er externe inhuur is, heb je natuurlijk een gigantisch probleem. Het is immers sowieso belangenverstrengeling. Ik stel nogmaals mijn vraag aan de minister. Er is denk ik echt een probleem met die schoolbesturen. Gaat de minister — excuus, ze is staatssecretaris — daar dan op z'n minst wat aan doen, bijvoorbeeld door te verbieden dat schoolbestuurders tegelijkertijd bij private onderwijsinstellingen werken? Dan krijg je ook die externe inhuur en dat is een enorme belangenverstrengeling. Dat zou toch op z'n minst verboden moeten worden?, Sender: Paul, message: We zijn daarover heel driftig in gesprek, om ervoor te zorgen dat belangenverstrengeling, voor zover daar sprake van zou zijn, niet meer voor kan komen. Dat is ook iets waar de inspectie heel scherp op toeziet. De PO-Raad is onder andere nu bezig — de VO-raad had dat al gedaan — om de code die daarover gaat, aan te scherpen en om daarop toe te zien, want dat is inderdaad absoluut niet de bedoeling.",17
